,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
299,ALTA,Altabancorp,Financial,Banks - Regional,USA,769200000.0,17.85,41.85,-0.009899999999999999,17900.0
301,ALTL,Pacer Lunt Large Cap Alternator ETF,Financial,Exchange Traded Fund,USA,,,43.4,0.0077,70193.0
304,ALTR,Altair Engineering Inc.,Technology,Software - Infrastructure,USA,5350000000.0,,72.11,-0.0007000000000000001,114664.0
305,ALTU,Altitude Acquisition Corp.,Financial,Shell Companies,USA,368560000.0,,9.81,0.0,521140.0
306,ALTUU,Altitude Acquisition Corp.,Financial,Shell Companies,USA,,,10.2,0.0,0.0
307,ALTY,Global X SuperDividend Alternatives ETF,Financial,Exchange Traded Fund,USA,,,13.72,-0.0036,14117.0
309,ALVR,"AlloVir, Inc.",Healthcare,Biotechnology,USA,1200000000.0,,18.68,-0.0479,141902.0
310,ALX,"Alexander's, Inc.",Real Estate,REIT - Retail,USA,1400000000.0,20.17,270.99,0.0069,10850.0
311,ALXO,ALX Oncology Holdings Inc.,Healthcare,Biotechnology,USA,2690000000.0,,66.66,0.0038,168018.0
312,ALYA,Alithya Group Inc.,Technology,Information Technology Services,Canada,292410000.0,,2.66,0.0231,33947.0
313,ALZN,"Alzamend Neuro, Inc.",Healthcare,Biotechnology,USA,301160000.0,,3.48,-0.09140000000000001,770475.0
315,AMAL,Amalgamated Financial Corp.,Financial,Banks - Regional,USA,472090000.0,9.97,15.56,-0.0195,70166.0
316,AMAM,Ambrx Biopharma Inc.,Healthcare,Biotechnology,USA,632850000.0,,16.8,-0.0118,5623.0
317,AMAO,American Acquisition Opportunity Inc.,Financial,Shell Companies,USA,133460000.00000001,,9.9,0.0,0.0
318,AMAOU,American Acquisition Opportunity Inc.,Financial,Shell Companies,USA,,,10.09,0.0,0.0
319,AMAT,"Applied Materials, Inc.",Technology,Semiconductor Equipment & Materials,USA,118410000000.0,27.07,129.9,0.0053,8792097.0
320,AMBA,"Ambarella, Inc.",Technology,Semiconductor Equipment & Materials,USA,3550000000.0,,98.65,-0.0129,123649.0
321,AMBC,"Ambac Financial Group, Inc.",Financial,Insurance - Specialty,USA,692320000.0,,14.31,0.0014000000000000002,173177.0
326,AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductors,USA,136820000000.0,39.45,110.55,0.038,99986696.0
328,AMED,"Amedisys, Inc.",Healthcare,Medical Care Facilities,USA,6150000000.0,24.23,180.62,-0.0146,275956.0
329,AMEH,"Apollo Medical Holdings, Inc.",Healthcare,Medical Care Facilities,USA,4880000000.0,63.78,76.54,0.013000000000000001,340914.0
330,AMG,"Affiliated Managers Group, Inc.",Financial,Asset Management,USA,7070000000.0,17.19,169.2,-0.0075,99037.0
331,AMGN,Amgen Inc.,Healthcare,Drug Manufacturers - General,USA,134169999999.99998,23.35,229.68,0.0067,1794957.0
332,AMH,American Homes 4 Rent,Real Estate,REIT - Residential,USA,13300000000.0,136.53,40.96,0.0022,860207.0
333,AMJ,JPMorgan Alerian MLP Index ETN,Financial,Exchange Traded Fund,USA,,,18.15,-0.0163,327992.0
334,AMK,"AssetMark Financial Holdings, Inc.",Financial,Asset Management,USA,1910000000.0,,26.36,-0.0042,42782.0
335,AMKR,"Amkor Technology, Inc.",Technology,Semiconductors,USA,6350000000.0,13.82,26.28,0.005,656527.0
336,AMLP,Alerian MLP ETF,Financial,Exchange Traded Fund,USA,,,33.0,-0.009300000000000001,1151765.0
337,AMN,"AMN Healthcare Services, Inc.",Healthcare,Medical Care Facilities,USA,4990000000.0,29.34,105.66,0.0018,245438.0
338,AMNB,American National Bankshares Inc.,Financial,Banks - Regional,USA,357150000.0,9.53,33.1,-0.008100000000000001,9164.0
339,AMOT,Allied Motion Technologies Inc.,Technology,Electronic Components,USA,494100000.0,22.58,33.75,-0.0032,8036.0
340,AMP,"Ameriprise Financial, Inc.",Financial,Asset Management,USA,31080000000.0,31.11,272.17,-0.0023,299398.0
341,AMPE,"Ampio Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,275950000.0,,1.46,-0.020099999999999996,749859.0
342,AMPG,"AmpliTech Group, Inc.",Technology,Communication Equipment,USA,35210000.0,,3.77,-0.0333,106097.0
343,AMPH,"Amphastar Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,935510000.0,392.0,19.6,0.0036,115071.0
346,AMRB,American River Bankshares,Financial,Banks - Regional,USA,122530000.0,13.9,20.91,0.0,0.0
348,AMRK,"A-Mark Precious Metals, Inc.",Financial,Capital Markets,USA,556830000.0,3.22,50.12,0.0,46010.0
349,AMRN,Amarin Corporation plc,Healthcare,Biotechnology,Ireland,2109999999.9999998,492.73,5.42,-0.039,5221208.0
351,AMRX,"Amneal Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,1590000000.0,,5.11,0.0079,522655.0
352,AMS,American Shared Hospital Services,Healthcare,Medical Care Facilities,USA,15110000.0,,2.61,-0.0151,188208.0
354,AMSF,"AMERISAFE, Inc.",Financial,Insurance - Specialty,USA,1100000000.0,11.84,57.96,-0.0026,39917.0
355,AMST,Amesite Inc.,Technology,Software - Application,USA,43410000.0,,2.1,-0.036699999999999997,120310.0
356,AMSWA,"American Software, Inc.",Technology,Software - Application,USA,745350000.0,94.56,22.6,0.015300000000000001,50117.0
357,AMT,American Tower Corporation (REIT),Real Estate,REIT - Specialty,USA,129060000000.0,57.11,282.92,0.0102,806877.0
358,AMTB,Amerant Bancorp Inc.,Financial,Banks - Regional,USA,846630000.0,22.93,24.1,-0.0115,74363.0
359,AMTI,Applied Molecular Transport Inc.,Healthcare,Biotechnology,USA,1190000000.0,,30.12,-0.0368,163775.0
360,AMTR,ETRACS Alerian Midstream Energy Total Return Index ETN,Financial,Exchange Traded Fund,USA,,,38.54,0.0,0.0
362,AMUB,UBS ETRACS Alerian MLP Index ETN Series B,Financial,Exchange Traded Fund,USA,,,11.45,-0.011699999999999999,329.0
364,AMWL,American Well Corporation,Healthcare,Health Information Services,USA,2770000000.0,,11.16,0.0381,2353879.0
366,AMYT,Amryt Pharma plc,Healthcare,Drug Manufacturers - Specialty & Generic,Ireland,397640000.0,,10.75,-0.005600000000000001,180082.0
367,AMZA,InfraCap MLP ETF,Financial,Exchange Traded Fund,USA,,,26.33,-0.0102,70318.0
370,ANAB,"AnaptysBio, Inc.",Healthcare,Biotechnology,USA,658070000.0,,23.57,-0.0101,138078.0
371,ANAT,"American National Group, Inc.",Financial,Insurance - Diversified,USA,5050000000.0,6.01,191.69,-0.003,108597.0
373,ANEB,"Anebulo Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,162940000.0,,6.98,-0.0467,2810.0
374,ANET,"Arista Networks, Inc.",Technology,Computer Hardware,USA,28150000000.0,39.72,364.07,-0.008,332618.0
377,ANGL,VanEck Vectors Fallen Angel High Yield Bond ETF,Financial,Exchange Traded Fund,USA,,,32.95,0.003,421722.0
378,ANGN,Angion Biomedica Corp.,Healthcare,Biotechnology,USA,340490000.0,,11.08,0.022099999999999998,150117.0
379,ANGO,"AngioDynamics, Inc.",Healthcare,Medical Instruments & Supplies,USA,1060000000.0,,27.14,-0.0055000000000000005,172764.0
380,ANIK,"Anika Therapeutics, Inc.",Healthcare,Biotechnology,USA,611280000.0,,41.84,0.028300000000000002,86743.0
381,ANIP,"ANI Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,386140000.0,,30.05,-0.0069,40647.0
382,ANIX,"Anixa Biosciences, Inc.",Healthcare,Diagnostics & Research,USA,124580000.0,,4.15,-0.0095,80133.0
383,ANNX,"Annexon, Inc.",Healthcare,Biotechnology,USA,771730000.0,,19.4,-0.0167,40397.0
384,ANPC,"AnPac Bio-Medical Science Co., Ltd.",Healthcare,Biotechnology,China,56900000.0,,3.99,0.0038,23654.0
385,ANSS,"ANSYS, Inc.",Technology,Software - Application,USA,31490000000.0,69.53,362.59,-0.0024,230179.0
387,ANTM,"Anthem, Inc.",Healthcare,Healthcare Plans,USA,88950000000.0,21.59,367.49,-0.0004,1142357.0
388,ANVS,"Annovis Bio, Inc.",Healthcare,Biotechnology,USA,346350000.0,,39.81,-0.0481,428421.0
389,ANY,Sphere 3D Corp.,Technology,Software - Application,Canada,57980000.0,,4.15,0.0587,15142300.0
390,ANZUU,Anzu Special Acquisition Corp I,Financial,Shell Companies,USA,,,9.88,0.0015,39920.0
391,AOA,iShares Core Aggressive Allocation ETF,Financial,Exchange Traded Fund,USA,,,71.76,0.002,32833.0
392,AOD,Aberdeen Total Dynamic Dividend Fund,Financial,Closed-End Fund - Foreign,USA,1110000000.0,,10.49,0.0038,197541.0
393,AOK,iShares Core Conservative Allocation ETF,Financial,Exchange Traded Fund,USA,,,40.2,0.0045000000000000005,70872.0
394,AOM,iShares Core Moderate Allocation ETF,Financial,Exchange Traded Fund,USA,,,45.59,0.0026,86203.0
395,AOMR,"Angel Oak Mortgage, Inc.",Real Estate,REIT - Mortgage,USA,468240000.0,,18.36,-0.023399999999999997,37225.0
396,AON,Aon plc,Financial,Insurance Brokers,Ireland,62800000000.0,30.43,277.24,0.008100000000000001,1616006.0
397,AOR,iShares Core Growth Allocation ETF,Financial,Exchange Traded Fund,USA,,,56.79,0.0023,1021277.0
399,AOSL,Alpha and Omega Semiconductor Limited,Technology,Semiconductors,USA,683780000.0,19.06,26.91,-0.0143,169015.0
403,APAM,Artisan Partners Asset Management Inc.,Financial,Asset Management,USA,4070000000.0000005,12.95,52.21,-0.0044,426220.0
407,APEN,"Apollo Endosurgery, Inc.",Healthcare,Medical Devices,USA,257829999.99999997,,8.9,-0.0294,126781.0
409,APGB,Apollo Strategic Growth Capital II,Financial,Shell Companies,USA,836600000.0,,9.72,0.0031,418.0
410,APH,Amphenol Corporation,Technology,Electronic Components,USA,44290000000.0,32.86,73.99,0.0011,1171920.0
411,API,"Agora, Inc.",Technology,Software - Application,China,3420000000.0,,28.51,-0.0179,683713.0
412,APLE,"Apple Hospitality REIT, Inc.",Real Estate,REIT - Hotel & Motel,USA,3290000000.0,,14.8,-0.011399999999999999,940513.0
413,APLS,"Apellis Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,4720000000.0,,57.46,0.026099999999999998,756974.0
414,APLT,"Applied Therapeutics, Inc.",Healthcare,Biotechnology,USA,427200000.0,,16.06,0.0321,69090.0
415,APM,Aptorum Group Limited,Healthcare,Biotechnology,United Kingdom,83240000.0,14.85,2.54,0.0,152104.0
416,APO,"Apollo Global Management, Inc.",Financial,Asset Management,USA,25580000000.0,6.79,59.37,0.009899999999999999,1558845.0
418,APOP,Cellect Biotechnology Ltd.,Healthcare,Biotechnology,Israel,15250000.0,,3.9,-0.0226,467905.0
419,APP,AppLovin Corporation,Technology,Software - Application,USA,22200000000.0,,56.46,-0.0088,1044734.0
420,APPF,"AppFolio, Inc.",Technology,Software - Application,USA,4640000000.0,30.12,132.5,-0.0168,66073.0
422,APPN,Appian Corporation,Technology,Software - Infrastructure,USA,7600000000.0,,99.13,-0.0281,285467.0
423,APPS,"Digital Turbine, Inc.",Technology,Software - Application,USA,5260000000.0,96.86,54.92,-0.0417,4316048.0
424,APR,"Apria, Inc.",Healthcare,Medical Instruments & Supplies,USA,1170000000.0,,35.04,0.046900000000000004,228448.0
425,APRE,"Aprea Therapeutics, Inc.",Healthcare,Biotechnology,USA,77160000.0,,3.65,-0.0965,1328069.0
427,APSG,Apollo Strategic Growth Capital,Financial,Shell Companies,USA,992460000.0,,9.71,0.0,21919.0
429,APTO,Aptose Biosciences Inc.,Healthcare,Biotechnology,Canada,215290000.0,,2.63,0.0115,734027.0
430,APTS,"Preferred Apartment Communities, Inc.",Real Estate,REIT - Residential,USA,575990000.0,,11.7,-0.0051,218960.0
432,APTX,Aptinyx Inc.,Healthcare,Biotechnology,USA,162990000.0,,2.41,-0.047400000000000005,197114.0
433,APVO,Aptevo Therapeutics Inc.,Healthcare,Biotechnology,USA,74800000.0,,17.0,0.0347,28763.0
435,APYX,Apyx Medical Corporation,Healthcare,Medical Devices,USA,363740000.0,,10.91,-0.019799999999999998,51516.0
439,AQST,"Aquestive Therapeutics, Inc.",Healthcare,Biotechnology,USA,147020000.0,,3.93,0.0288,759166.0
442,ARAV,"Aravive, Inc.",Healthcare,Biotechnology,USA,83350000.0,,4.07,0.0049,74804.0
443,ARAY,Accuray Incorporated,Healthcare,Medical Devices,USA,357550000.0,73.0,3.65,-0.0593,760231.0
444,ARBGU,Aequi Acquisition Corp.,Financial,Shell Companies,USA,,,9.94,-0.002,40.0
447,ARCC,Ares Capital Corporation,Financial,Asset Management,USA,8950000000.0,5.86,20.3,0.0045000000000000005,1544684.0
451,ARCT,Arcturus Therapeutics Holdings Inc.,Healthcare,Biotechnology,USA,1380000000.0,,48.02,-0.0384,832613.0
453,ARDC,"Ares Dynamic Credit Allocation Fund, Inc.",Financial,Asset Management,USA,374890000.0,,16.36,0.0037,45221.0
454,ARDS,"Aridis Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,42540000.0,,3.85,-0.0375,59522.0
455,ARDX,"Ardelyx, Inc.",Healthcare,Biotechnology,USA,146610000.0,,1.44,-0.0526,5712253.0
456,ARE,"Alexandria Real Estate Equities, Inc.",Real Estate,REIT - Office,USA,31170000000.0,31.36,205.5,0.0044,599537.0
458,ARES,Ares Management Corporation,Financial,Asset Management,USA,20390000000.0,60.46,74.49,0.0359,906392.0
459,ARGO,"Argo Group International Holdings, Ltd.",Financial,Insurance - Property & Casualty,Bermuda,1890000000.0,32.43,56.08,-0.0151,88267.0
460,ARGT,Global X MSCI Argentina ETF,Financial,Exchange Traded Fund,USA,,,33.92,0.0024,4991.0
461,ARGX,argenx SE,Healthcare,Biotechnology,Netherlands,15960000000.0,,311.01,0.0011,61642.0
462,ARI,"Apollo Commercial Real Estate Finance, Inc.",Real Estate,REIT - Mortgage,USA,2120000000.0,11.48,15.25,-0.002,654930.0
463,ARKF,ARK Fintech Innovation ETF,Financial,Exchange Traded Fund,USA,,,52.21,-0.0055000000000000005,643950.0
464,ARKG,ARK Genomic Revolution ETF,Financial,Exchange Traded Fund,USA,,,82.21,-0.017,1246965.0
465,ARKK,ARK Innovation ETF,Financial,Exchange Traded Fund,USA,,,120.1,-0.0144,3967384.0
467,ARKQ,ARK Autonomous Technology & Robotics ETF,Financial,Exchange Traded Fund,USA,,,80.85,-0.0209,325248.0
469,ARKW,ARK Next Generation Internet ETF,Financial,Exchange Traded Fund,USA,,,149.3,-0.0059,507247.0
470,ARKX,ARK Space Exploration & Innovation ETF,Financial,Exchange Traded Fund,USA,,,20.27,-0.017,242125.0
471,ARL,"American Realty Investors, Inc.",Real Estate,Real Estate - Development,USA,211520000.0,8.6,12.89,-0.0008,11462.0
475,ARMP,Armata Pharmaceuticals Inc.,Healthcare,Biotechnology,USA,97760000.0,,3.81,-0.0126,2908.0
476,ARMR,Armor US Equity Index ETF,Financial,Exchange Traded Fund,USA,,,25.34,0.0009,7341.0
477,ARNA,"Arena Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,3290000000.0,,48.12,-0.0304,680816.0
480,AROW,Arrow Financial Corporation,Financial,Banks - Regional,USA,571370000.0,11.53,37.15,0.0040999999999999995,8903.0
481,ARPO,"Aerpio Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,104900000.0,,2.23,0.0721,2493522.0
482,ARQT,"Arcutis Biotherapeutics, Inc.",Healthcare,Biotechnology,USA,1050000000.0,,20.48,-0.0501,109359.0
483,ARR,"ARMOUR Residential REIT, Inc.",Real Estate,REIT - Mortgage,USA,869990000.0,4.91,10.58,-0.0158,992488.0
484,ARRW,Arrowroot Acquisition Corp.,Financial,Shell Companies,USA,346150000.0,,9.65,-0.0021,2500.0
485,ARRWU,Arrowroot Acquisition Corp.,Financial,Shell Companies,USA,,,9.98,-0.0089,18035.0
486,ARRY,"Array Technologies, Inc.",Technology,Solar,USA,2220000000.0,,17.31,0.0006,4468575.0
487,ARTL,"Artelo Biosciences, Inc.",Healthcare,Biotechnology,USA,21010000.0,,0.87,-0.008100000000000001,210415.0
491,ARVN,"Arvinas, Inc.",Healthcare,Biotechnology,USA,4770000000.0,,91.21,0.013000000000000001,287821.0
492,ARW,"Arrow Electronics, Inc.",Technology,Electronics & Computer Distribution,USA,8590000000.0,10.45,116.48,-0.011000000000000001,383234.0
493,ARWR,"Arrowhead Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,6620000000.0,,60.52,0.012199999999999999,554758.0
494,ARYD,ARYA Sciences Acquisition Corp IV,Financial,Shell Companies,USA,193640000.0,,10.08,-0.0012,2801.0
495,ASA,ASA Gold and Precious Metals Limited,Financial,Asset Management,USA,412610000.0,2.65,21.39,0.024399999999999998,44081.0
497,ASAN,"Asana, Inc.",Technology,Software - Application,USA,12900000000.0,,76.43,-0.0301,1332395.0
498,ASAXU,Astrea Acquisition Corp.,Financial,Shell Companies,USA,,,10.02,-0.0075,42236.0
499,ASB,Associated Banc-Corp,Financial,Banks - Regional,USA,3140000000.0,11.73,21.04,-0.008,793027.0
501,ASEA,Global X FTSE Southeast Asia ETF,Financial,Exchange Traded Fund,USA,,,13.98,0.0007000000000000001,1777.0
502,ASET,FlexShares Real Assets Allocation Index Fund,Financial,Exchange Traded Fund,USA,,,33.65,0.0033,527.0
503,ASG,"Liberty All-Star Growth Fund, Inc.",Financial,Closed-End Fund - Equity,USA,368860000.0,3.44,8.65,0.0012,125687.0
504,ASGI,Aberdeen Standard Global Infrastructure Income Fund,Financial,Exchange Traded Fund,USA,,,21.77,0.0088,19414.0
507,ASHR,Xtrackers Harvest CSI 300 China A-Shares ETF,Financial,Exchange Traded Fund,USA,,,38.7,0.0029,1110135.0
508,ASHS,Xtrackers Harvest CSI 500 China-A Shares Small Cap ETF,Financial,Exchange Traded Fund,USA,,,40.2,0.0034000000000000002,12375.0
511,ASLN,ASLAN Pharmaceuticals Limited,Healthcare,Biotechnology,Singapore,194140000.0,,2.83,-0.0241,308073.0
513,ASMB,"Assembly Biosciences, Inc.",Healthcare,Biotechnology,USA,143380000.0,,3.58,0.0,901821.0
514,ASML,ASML Holding N.V.,Technology,Semiconductor Equipment & Materials,Netherlands,336350000000.0,58.04,788.96,0.0101,454239.0
515,ASND,Ascendis Pharma A/S,Healthcare,Biotechnology,Denmark,6560000000.0,,121.0,0.0039000000000000003,100534.0
517,ASPCU,Alpha Capital Acquisition Company,Financial,Shell Companies,USA,,,10.0,0.005,293.0
519,ASPS,Altisource Portfolio Solutions S.A.,Financial,Mortgage Finance,Luxembourg,142130000.0,,9.14,0.0022,132280.0
522,ASRT,"Assertio Holdings, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,55500000.0,,1.21,0.0,380674.0
523,ASRV,"AmeriServ Financial, Inc.",Financial,Banks - Regional,USA,65459999.99999999,12.06,3.92,-0.0051,1242.0
528,ASUR,"Asure Software, Inc.",Technology,Software - Application,USA,179080000.0,,9.45,-0.0207,46885.0
529,ASX,"ASE Technology Holding Co., Ltd.",Technology,Semiconductors,Taiwan,19590000000.0,16.43,8.87,-0.0263,4131253.0
530,ASXC,"Asensus Surgical, Inc.",Healthcare,Medical Devices,USA,498010000.0,,2.19,-0.07200000000000001,3260695.0
531,ASYS,"Amtech Systems, Inc.",Technology,Semiconductor Equipment & Materials,USA,137400000.0,,9.71,-0.027999999999999997,52902.0
532,ASZ,Austerlitz Acquisition Corporation II,Financial,Shell Companies,USA,1340000000.0,,9.68,0.0,1847057.0
533,ATAI,Atai Life Sciences N.V.,Healthcare,Biotechnology,Germany,,,13.62,-0.034,355372.0
534,ATAX,"America First Multifamily Investors, L.P.",Financial,Mortgage Finance,USA,432240000.0,52.1,6.46,-0.0197,75611.0
535,ATC,Atotech Limited,Technology,Electronic Components,United Kingdom,4470000000.0,,23.4,-0.0021,309948.0
536,ATCO,Atlas Corp.,Financial,Asset Management,United Kingdom,3500000000.0,21.63,14.23,0.0007000000000000001,322979.0
538,ATEC,"Alphatec Holdings, Inc.",Healthcare,Medical Devices,USA,1280000000.0,,12.92,-0.0137,425868.0
539,ATEN,"A10 Networks, Inc.",Technology,Software - Infrastructure,USA,1060000000.0,45.54,13.48,0.0158,555532.0
540,ATER,"Aterian, Inc.",Technology,Consumer Electronics,USA,143950000.0,,4.04,-0.0901,2508896.0
542,ATFV,Alger ETF Trust - Alger 25 ETF,Financial,Exchange Traded Fund,USA,,,21.31,-0.0004,499.0
544,ATH,Athene Holding Ltd.,Financial,Insurance - Diversified,Bermuda,12450000000.0,3.69,65.48,0.006500000000000001,703501.0
545,ATHA,"Athira Pharma, Inc.",Healthcare,Biotechnology,USA,382090000.0,,9.83,-0.018000000000000002,209336.0
546,ATHE,Alterity Therapeutics Limited,Healthcare,Biotechnology,Australia,57430000.0,,1.35,-0.0217,523622.0
548,ATHX,"Athersys, Inc.",Healthcare,Biotechnology,USA,354930000.0,,1.63,-0.0298,1052415.0
550,ATIF,ATIF Holdings Limited,Financial,Capital Markets,USA,36470000.0,,0.8,-0.04650000000000001,513100.0
551,ATIP,"ATI Physical Therapy, Inc.",Healthcare,Medical Care Facilities,USA,884660000.0,,4.15,-0.0281,793029.0
553,ATLC,Atlanticus Holdings Corporation,Financial,Credit Services,USA,760360000.0,8.1,45.86,-0.0161,64466.0
554,ATLCP,Atlanticus Holdings Corporation,Financial,Credit Services,USA,,,24.84,0.0004,13845.0
555,ATLO,Ames National Corporation,Financial,Banks - Regional,USA,217920000.0,10.27,24.0,-0.0025,21784.0
556,ATMP,Barclays ETN+ Select MLP ETN,Financial,Exchange Traded Fund,USA,,,15.58,-0.0106,6916.0
557,ATMR,Altimar Acquisition Corp. II,Financial,Shell Companies,USA,341550000.0,,9.9,0.0060999999999999995,178719.0
558,ATNF,180 Life Sciences Corp.,Healthcare,Biotechnology,USA,219190000.0,,7.77,-0.0455,195109.0
560,ATNM,"Actinium Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,135180000.0,,6.32,-0.0125,167726.0
561,ATNX,"Athenex, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,333160000.0,,3.34,-0.0375,940965.0
563,ATOM,Atomera Incorporated,Technology,Semiconductor Equipment & Materials,USA,500100000.0,,22.67,-0.051500000000000004,306728.0
564,ATOS,"Atossa Therapeutics, Inc.",Healthcare,Biotechnology,USA,389050000.0,,3.22,-0.027200000000000002,5715025.0
